IncidentNumber,DateOfCall,CalYear,TimeOfCall,HourOfCall,IncidentGroup,StopCodeDescription,SpecialServiceType,PropertyCategory,PropertyType,AddressQualifier,Postcode_full,Postcode_district,UPRN,USRN,IncGeo_BoroughCode,IncGeo_BoroughName,ProperCase,IncGeo_WardCode,IncGeo_WardName,IncGeo_WardNameNew,Easting_m,Northing_m,Easting_rounded,Northing_rounded,Latitude,Longitude,FRS,IncidentStationGround,FirstPumpArriving_AttendanceTime,FirstPumpArriving_DeployedFromStation,SecondPumpArriving_AttendanceTime,SecondPumpArriving_DeployedFromStation,NumStationsWithPumpsAttending,NumPumpsAttending,PumpCount,PumpMinutesRounded,Notional Cost (£),NumCalls
042980-27032023,2023-03-27,2023,21:34:32,21,False Alarm,AFA,,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Within same building,,E12,0,22208082,E09000025,NEWHAM,Newham,E05013916,MANOR PARK,MANOR PARK,,,542350,185750,,,London,Stratford,255.0,Ilford,357.0,East Ham,2.0,2.0,2,60,364,1.0
202693-25122023,2023-12-25,2023,15:29:29,15,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,,SW15,0,22903635,E09000032,WANDSWORTH,Wandsworth,E05014011,EAST PUTNEY,EAST PUTNEY,,,524950,174950,,,London,Wandsworth,140.0,Wandsworth,168.0,Wandsworth,2.0,2.0,2,60,388,1.0
153567-03102023,2023-10-03,2023,17:05:23,17,Fire,Secondary Fire,,Outdoor Structure,Small refuse/rubbish container,Correct incident location,E15 4JT,E15,46025325,22201400,E09000025,NEWHAM,Newham,E05013912,FOREST GATE SOUTH,FOREST GATE SOUTH,539707.0,184644.0,539750,184650,51.5434173711,0.013287602,London,Stratford,181.0,Stratford,,,1.0,1.0,1,60,388,1.0
055669-22042023,2023-04-22,2023,13:12:36,13,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,,E1,0,22701216,E09000030,TOWER HAMLETS,Tower Hamlets,E05009332,SHADWELL,SHADWELL,,,534750,181050,,,London,Shadwell,383.0,Poplar,,,1.0,1.0,1,60,388,1.0
156579-08102023,2023-10-08,2023,20:28:22,20,Special Service,Special Service,RTC,Road Vehicle,Car ,In street outside gazetteer location,E17 6ER,E17,100022554803,22845150,E09000031,WALTHAM FOREST,Waltham Forest,E05013902,WILLIAM MORRIS,WILLIAM MORRIS,536487.0,189732.0,536450,189750,51.5899186415,-0.0311453964,London,Walthamstow,200.0,Walthamstow,,,1.0,1.0,1,60,388,1.0
067071-13052023,2023-05-13,2023,20:48:00,20,False Alarm,AFA,,Non Residential,College/University ,Within same building,TW5 9PD,TW5,200003966541,21500608,E09000018,HOUNSLOW,Hounslow,E05013612,CRANFORD,CRANFORD,510733.0,177722.0,510750,177750,51.4876223791,-0.4065094256,London,Hayes,385.0,Feltham,,,1.0,1.0,1,60,388,1.0
023328-15022023,2023-02-15,2023,20:07:09,20,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,SW17,0,22900627,E09000032,WANDSWORTH,Wandsworth,E05014023,TOOTING BEC,TOOTING BEC,,,527550,171750,,,London,Tooting,196.0,Tooting,199.0,Tooting,1.0,2.0,2,60,364,1.0
131605-29082023,2023-08-29,2023,14:41:30,14,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,NW1,0,20400859,E09000007,CAMDEN,Camden,E05013669,ST. PANCRAS & SOMERS TOWN,ST. PANCRAS & SOMERS TOWN,,,529750,182750,,,London,Euston,163.0,Euston,,,1.0,1.0,1,60,388,1.0
042803-27032023,2023-03-27,2023,15:15:59,15,Special Service,Special Service,Lift Release,Other Residential,Retirement/Old Persons Home,Within same building,W5 2HJ,W5,12012285,20600595,E09000009,EALING,Ealing,E05013520,EALING BROADWAY,EALING BROADWAY,517636.0,181658.0,517650,181650,51.5215994,-0.3058307,London,Ealing,386.0,Acton,,,1.0,1.0,1,60,364,1.0
120001-09082023,2023-08-09,2023,15:05:52,15,Fire,Primary Fire,,Non Residential,Prison ,Correct incident location,TW13 4ND,TW13,100023398319,21509601,E09000018,HOUNSLOW,Hounslow,E05013614,FELTHAM WEST,FELTHAM WEST,508928.0,172553.0,508950,172550,51.4415106774,-0.4340852943,London,Feltham,425.0,Feltham,477.0,Feltham,2.0,3.0,3,132,854,2.0
063564-07052023,2023-05-07,2023,07:44:37,7,False Alarm,AFA,,Non Residential,Large supermarket ,Within same building,SW11 1JG,SW11,100023298262,22902838,E09000032,WANDSWORTH,Wandsworth,E05014019,SHAFTESBURY & QUEENSTOWN,SHAFTESBURY & QUEENSTOWN,527569.0,175651.0,527550,175650,51.4654611,-0.164905,London,Battersea,179.0,Battersea,,,1.0,1.0,1,60,388,1.0
104709-13072023,2023-07-13,2023,20:12:14,20,Fire,Secondary Fire,,Outdoor,Hedge,On land associated with building,W13 0AE,W13,12125491,20600796,E09000009,EALING,Ealing,E05013535,PITSHANGER,PITSHANGER,515741.0,182208.0,515750,182250,51.5269361169,-0.3329431614,London,Ealing,345.0,Ealing,,,1.0,1.0,1,60,388,1.0
139395-10092023,2023-09-10,2023,08:39:03,8,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,DA8,0,20100582,E09000004,BEXLEY,Bexley,E05011231,SLADE GREEN & NORTHEND,SLADE GREEN & NORTHEND,,,552050,177450,,,London,Erith,342.0,Erith,,,1.0,1.0,1,60,388,1.0
126411-20082023,2023-08-20,2023,15:46:38,15,Fire,Secondary Fire,,Outdoor Structure,Wheelie bin (domestic size),In street outside gazetteer location,E1 2QQ,E1,6025232,22700241,E09000030,TOWER HAMLETS,Tower Hamlets,E05009332,SHADWELL,SHADWELL,535038.0,180966.0,535050,180950,51.5114939482,-0.055406841,London,Shadwell,440.0,Dowgate,,,1.0,1.0,1,60,388,1.0
174074-06112023,2023-11-06,2023,18:51:02,18,False Alarm,False alarm - Good intent,,Dwelling,House - single occupancy ,Correct incident location,,HA2,0,21202136,E09000015,HARROW,Harrow,E05013559,ROXETH,ROXETH,,,512950,185450,,,London,Northolt,211.0,Northolt,,,1.0,1.0,1,60,388,1.0
200593-21122023,2023-12-21,2023,19:21:27,19,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,IG8,0,22859150,E09000031,WALTHAM FOREST,Waltham Forest,E05013890,HATCH LANE & HIGHAMS PARK NORTH,HATCH LANE & HIGHAMS PARK NORTH,,,539750,192250,,,London,Woodford,211.0,Woodford,343.0,Chingford,2.0,2.0,2,60,388,1.0
089409-19062023,2023-06-19,2023,12:22:04,12,Fire,Primary Fire,,Non Residential,Train station - elsewhere ,On land associated with building,N11 1AN,N11,10059100733,20705181,E09000010,ENFIELD,Enfield,E05013672,ARNOS GROVE,ARNOS GROVE,529326.0,192484.0,529350,192450,51.6163406645,-0.1334360482,London,Southgate,259.0,Finchley,378.0,Southgate,3.0,3.0,3,96,621,1.0
057779-26042023,2023-04-26,2023,17:33:22,17,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,E16,0,22200637,E09000025,NEWHAM,Newham,E05013922,ROYAL ALBERT,ROYAL ALBERT,,,543850,180750,,,London,East Ham,,,,,1.0,1.0,1,60,388,1.0
117495-04082023,2023-08-04,2023,19:32:40,19,Special Service,Special Service,Medical Incident,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,SE27,0,21901370,E09000022,LAMBETH,Lambeth,E05014106,KNIGHT'S HILL,KNIGHT'S HILL,,,531850,171750,,,London,West Norwood,504.0,Norbury,,,1.0,1.0,1,60,388,1.0
048110-07042023,2023-04-07,2023,08:46:05,8,False Alarm,False alarm - Good intent,,Non Residential,Airport - terminal ,Within same building,TW6 2GA,TW6,10022803692,21402975,E09000017,HILLINGDON,Hillingdon,E05013570,HEATHROW VILLAGES,HEATHROW VILLAGES,505126.0,175830.0,505150,175850,51.4716798,-0.4878089,London,Heathrow,303.0,Heathrow,565.0,Hayes,2.0,2.0,2,60,388,1.0
106269-16072023,2023-07-16,2023,12:35:38,12,Special Service,Special Service,Flooding,Dwelling,House - single occupancy ,Correct incident location,,SE2,0,20100730,E09000004,BEXLEY,Bexley,E05011232,THAMESMEAD EAST,THAMESMEAD EAST,,,547750,179550,,,London,Erith,,,,,1.0,1.0,1,60,388,2.0
139715-10092023,2023-09-10,2023,17:19:24,17,False Alarm,AFA,,Non Residential,Hospital ,Correct incident location,TW7 6AF,TW7,100023406558,21501137,E09000018,HOUNSLOW,Hounslow,E05013627,SYON & BRENTFORD LOCK,SYON & BRENTFORD LOCK,516475.0,176299.0,516450,176250,51.4736783269,-0.3243138699,London,Heston,222.0,Heston,,,1.0,1.0,1,60,388,1.0
046726-04042023,2023-04-04,2023,14:52:16,14,Special Service,Special Service,Effecting entry/exit,Dwelling,House - single occupancy ,Correct incident location,,E5,0,20900161,E09000012,HACKNEY,Hackney,E05009383,SPRINGFIELD,SPRINGFIELD,,,534850,186750,,,London,Stoke Newington,322.0,Stoke Newington,,,1.0,1.0,1,60,388,1.0
078368-02062023,2023-06-02,2023,16:21:57,16,False Alarm,AFA,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Within same building,,KT5,0,21800479,E09000021,KINGSTON UPON THAMES,Kingston Upon thames,E05013943,ST. MARK'S & SEETHING WELLS,ST. MARK'S & SEETHING WELLS,,,518750,168050,,,London,Surbiton,176.0,Surbiton,,,1.0,1.0,1,60,388,1.0
146631-21092023,2023-09-21,2023,18:38:10,18,Special Service,Special Service,Medical Incident,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,SE20,0,20302141,E09000006,BROMLEY,Bromley,E05013995,CRYSTAL PALACE & ANERLEY,CRYSTAL PALACE & ANERLEY,,,534550,170350,,,London,Beckenham,451.0,Woodside,,,1.0,1.0,1,73,472,2.0
158732-12102023,2023-10-12,2023,09:35:05,9,Special Service,Special Service,Assist other agencies,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,SE26,0,22004449,E09000023,LEWISHAM,Lewisham,E05013731,SYDENHAM,SYDENHAM,,,535550,171250,,,London,Beckenham,452.0,Beckenham,,,1.0,1.0,1,60,388,1.0
096345-29062023,2023-06-29,2023,22:40:59,22,Special Service,Special Service,RTC,Outdoor,Road surface/pavement ,In street close to gazetteer location,N18 2ED,N18,207049897,20703837,E09000010,ENFIELD,Enfield,E05013679,EDMONTON GREEN,EDMONTON GREEN,534722.0,192319.0,534750,192350,51.6135908235,-0.0556139619,London,Edmonton,291.0,Edmonton,632.0,Tottenham,2.0,2.0,2,60,388,1.0
005926-13012023,2023-01-13,2023,17:04:46,17,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,KT4,0,22601616,E09000029,SUTTON,Sutton,E05013773,WORCESTER PARK SOUTH,WORCESTER PARK SOUTH,,,523150,164950,,,London,Sutton,329.0,Sutton,,,1.0,1.0,1,60,364,1.0
119819-09082023,2023-08-09,2023,08:24:50,8,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,SW1V,0,8401601,E09000033,WESTMINSTER,Westminster,E05013802,PIMLICO NORTH,PIMLICO NORTH,,,529550,178450,,,London,Lambeth,308.0,Lambeth,1030.0,Lambeth,1.0,2.0,2,60,388,1.0
075246-28052023,2023-05-28,2023,15:25:09,15,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Within same building,,SE25,0,20501294,E09000008,CROYDON,Croydon,E05011485,SOUTH NORWOOD,SOUTH NORWOOD,,,534350,168850,,,London,Woodside,358.0,Woodside,,,1.0,1.0,1,60,388,1.0
146197-21092023,2023-09-21,2023,01:07:31,1,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,SE15,0,22502166,E09000028,SOUTHWARK,Southwark,E05011113,RYE LANE,RYE LANE,,,534450,176050,,,London,Peckham,247.0,Peckham,488.0,Old Kent Road,3.0,3.0,3,60,388,4.0
155176-06102023,2023-10-06,2023,12:56:40,12,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,,W11,0,21701024,E09000020,KENSINGTON AND CHELSEA,Kensington And chelsea,E05009392,COLVILLE,COLVILLE,,,524750,180850,,,London,North Kensington,218.0,North Kensington,450.0,Paddington,2.0,2.0,2,60,388,1.0
195452-12122023,2023-12-12,2023,20:36:34,20,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,NW1,0,20400656,E09000007,CAMDEN,Camden,E05013654,CAMDEN SQUARE,CAMDEN SQUARE,,,529350,184250,,,London,Kentish Town,347.0,Euston,486.0,Islington,2.0,2.0,2,60,388,1.0
139337-10092023,2023-09-10,2023,04:50:21,4,Special Service,Special Service,Assist other agencies,Dwelling,House - single occupancy ,Correct incident location,,SE5,0,22501439,E09000028,SOUTHWARK,Southwark,E05011096,CAMBERWELL GREEN,CAMBERWELL GREEN,,,532450,177350,,,London,Peckham,291.0,Peckham,,,1.0,1.0,1,60,388,2.0
020884-11022023,2023-02-11,2023,07:22:09,7,False Alarm,False alarm - Good intent,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,,TW10,0,22403679,E09000027,RICHMOND UPON THAMES,Richmond Upon thames,E05013786,SOUTH RICHMOND,SOUTH RICHMOND,,,518250,174750,,,London,Richmond,474.0,Kingston,,,1.0,1.0,1,60,364,1.0
097160-01072023,2023-07-01,2023,13:22:15,13,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Within same building,,W6,0,21000675,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013746,RAVENSCOURT,RAVENSCOURT,,,522250,178850,,,London,Hammersmith,252.0,Chiswick,754.0,Fulham,2.0,2.0,2,60,388,2.0
004943-11012023,2023-01-11,2023,13:13:38,13,False Alarm,AFA,,Non Residential,Infant/Primary school,Correct incident location,N4 2HQ,N4,100023186921,20900835,E09000012,HACKNEY,Hackney,E05009367,BROWNSWOOD,BROWNSWOOD,531841.0,186833.0,531850,186850,51.5649780036,-0.0992571738,London,Holloway,325.0,Holloway,,,1.0,1.0,1,60,364,1.0
043112-28032023,2023-03-28,2023,08:58:27,8,Special Service,Special Service,Assist other agencies,Other Residential,Hotel/motel ,Correct incident location,SE1 7SP,SE1,10094056802,21900079,E09000022,LAMBETH,Lambeth,E05014117,VAUXHALL,VAUXHALL,530513.0,178655.0,530550,178650,51.4917940091,-0.1214318192,London,Lambeth,,,,,,,1,60,364,1.0
194755-11122023,2023-12-11,2023,16:58:52,16,False Alarm,AFA,,Non Residential,Hospital ,Correct incident location,SW17 0QT,SW17,10033239065,22900509,E09000032,WANDSWORTH,Wandsworth,E05014024,TOOTING BROADWAY,TOOTING BROADWAY,527101.0,171427.0,527150,171450,51.4276044,-0.173154,London,Tooting,529.0,Tooting,966.0,Tooting,1.0,2.0,2,60,388,1.0
204270-28122023,2023-12-28,2023,16:26:44,16,False Alarm,AFA,,Non Residential,Secondary school,Correct incident location,HA8 0QS,HA8,200148911,20000060,E09000003,BARNET,Barnet,E05013630,BURNT OAK,BURNT OAK,520339.0,191316.0,520350,191350,51.6078322044,-0.2635738047,London,Mill Hill,291.0,Mill Hill,,,1.0,1.0,1,60,388,1.0
003254-07012023,2023-01-07,2023,19:03:10,19,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,,RM8,0,19900390,E09000002,BARKING AND DAGENHAM,Barking And dagenham,E05014071,WHALEBONE,WHALEBONE,,,548450,187150,,,London,Dagenham,184.0,Dagenham,213.0,Dagenham,1.0,2.0,2,60,364,1.0
005292-12012023,2023-01-12,2023,07:53:10,7,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,SE8,0,20801424,E09000011,GREENWICH,Greenwich,E05014080,GREENWICH CREEKSIDE,GREENWICH CREEKSIDE,,,537450,177650,,,London,Deptford,304.0,Deptford,,,1.0,1.0,1,60,364,1.0
204548-29122023,2023-12-29,2023,08:47:32,8,Special Service,Special Service,Making Safe (not RTC),Outdoor,Road surface/pavement ,In street close to gazetteer location,EC1A 7HF,EC1A,100022924431,8100264,E09000001,CITY OF LONDON,City Of london,E05009304,FARRINGDON WITHIN,FARRINGDON WITHIN,532064.0,181722.0,532050,181750,51.5189941312,-0.0979566914,London,Dowgate,331.0,Dowgate,407.0,Shoreditch,2.0,2.0,2,163,1054,1.0
054495-19042023,2023-04-19,2023,23:02:14,23,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,E14,0,22702428,E09000030,TOWER HAMLETS,Tower Hamlets,E05009323,CANARY WHARF,CANARY WHARF,,,537450,179450,,,London,Millwall,242.0,Millwall,314.0,Poplar,5.0,5.0,5,60,388,1.0
115474-01082023,2023-08-01,2023,10:17:43,10,Special Service,Special Service,Effecting entry/exit,Dwelling,House in Multiple Occupation - 3 or more storeys (not known if licensed),Within same building,,SE13,0,22001650,E09000023,LEWISHAM,Lewisham,E05013725,LADYWELL,LADYWELL,,,538050,174750,,,London,Lewisham,203.0,Lewisham,,,1.0,1.0,1,60,388,1.0
065547-10052023,2023-05-10,2023,20:41:46,20,False Alarm,AFA,,Non Residential,Restaurant/cafe,Correct incident location,SW1X 9AE,SW1X,217092694,21700591,E09000020,KENSINGTON AND CHELSEA,Kensington And chelsea,E05009403,ROYAL HOSPITAL,ROYAL HOSPITAL,528005.0,178851.0,528050,178850,51.494124,-0.157467,London,Chelsea,203.0,Chelsea,,,1.0,1.0,1,60,388,1.0
000577-01012023,2023-01-01,2023,19:29:36,19,Special Service,Special Service,Making Safe (not RTC),Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,W13,0,20600228,E09000009,EALING,Ealing,E05013520,EALING BROADWAY,EALING BROADWAY,,,516850,181250,,,London,Ealing,202.0,Ealing,,,1.0,1.0,1,60,364,1.0
068492-16052023,2023-05-16,2023,14:19:34,14,Fire,Secondary Fire,,Outdoor Structure,Wheelie bin (domestic size),On land associated with building,N1 2LJ,N1,5300086878,21606033,E09000019,ISLINGTON,Islington,E05013704,HIGHBURY,HIGHBURY,531819.0,184784.0,531850,184750,51.5465695835,-0.1003359546,London,Islington,301.0,Shoreditch,,,1.0,1.0,1,60,388,1.0
166440-25102023,2023-10-25,2023,01:26:28,1,Special Service,Special Service,RTC,Road Vehicle,Car ,In street outside gazetteer location,UB2 4DD,UB2,12000145,20600983,E09000009,EALING,Ealing,E05013538,SOUTHALL GREEN,SOUTHALL GREEN,512312.0,179084.0,512350,179050,51.4995516561,-0.3833549847,London,Southall,263.0,Southall,268.0,Southall,1.0,2.0,2,60,388,1.0
079758-04062023,2023-06-04,2023,21:37:05,21,False Alarm,AFA,,Other Residential,Other Residential Home ,Correct incident location,TW12 1AZ,TW12,100022284688,22406573,E09000027,RICHMOND UPON THAMES,Richmond Upon thames,E05013779,HAMPTON NORTH,HAMPTON NORTH,513648.0,171433.0,513650,171450,51.4305137001,-0.3665629606,London,Twickenham,207.0,Twickenham,244.0,Twickenham,1.0,2.0,2,60,388,1.0
161063-15102023,2023-10-15,2023,22:06:25,22,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,On land associated with building,SW16 5LU,SW16,100021880421,21901087,E09000022,LAMBETH,Lambeth,E05014112,STREATHAM COMMON & VALE,STREATHAM COMMON & VALE,530220.0,170349.0,530250,170350,51.4172104687,-0.1287087376,London,Norbury,211.0,Norbury,273.0,West Norwood,2.0,2.0,2,60,388,1.0
019783-08022023,2023-02-08,2023,22:13:22,22,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,CR7,0,20501179,E09000008,CROYDON,Croydon,E05011464,BENSHAM MANOR,BENSHAM MANOR,,,532550,167850,,,London,Norbury,320.0,Norbury,327.0,Norbury,1.0,2.0,2,60,364,1.0
114525-30072023,2023-07-30,2023,15:09:53,15,Special Service,Special Service,No action (not false alarm),Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,TW3,0,21500603,E09000018,HOUNSLOW,Hounslow,E05013622,HOUNSLOW HEATH,HOUNSLOW HEATH,,,513250,175350,,,London,Heston,,,,,1.0,1.0,1,60,388,3.0
008810-19012023,2023-01-19,2023,11:28:47,11,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,SE18,0,20801447,E09000011,GREENWICH,Greenwich,E05014088,PLUMSTEAD COMMON,PLUMSTEAD COMMON,,,545450,177150,,,London,Plumstead,195.0,Plumstead,214.0,Plumstead,1.0,2.0,2,60,364,1.0
167748-27102023,2023-10-27,2023,12:05:33,12,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,W7,0,20602323,E09000009,EALING,Ealing,E05013525,HANWELL BROADWAY,HANWELL BROADWAY,,,515750,180250,,,London,Ealing,291.0,Southall,300.0,Southall,1.0,2.0,2,60,388,2.0
081150-07062023,2023-06-07,2023,08:33:52,8,Special Service,Special Service,No action (not false alarm),Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,E17,0,22877550,E09000031,WALTHAM FOREST,Waltham Forest,E05013898,MARKHOUSE,MARKHOUSE,,,537250,188150,,,London,Walthamstow,,,,,,,1,60,388,2.0
193719-09122023,2023-12-09,2023,23:10:49,23,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,N16,0,20900965,E09000012,HACKNEY,Hackney,E05009384,STAMFORD HILL WEST,STAMFORD HILL WEST,,,533650,187350,,,London,Stoke Newington,240.0,Stoke Newington,322.0,Tottenham,2.0,2.0,2,60,388,1.0
042028-25032023,2023-03-25,2023,19:19:32,19,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,UB6,0,20601317,E09000009,EALING,Ealing,E05013523,GREENFORD BROADWAY,GREENFORD BROADWAY,,,514150,182450,,,London,Southall,554.0,Southall,555.0,Northolt,2.0,3.0,3,60,364,1.0
125080-18082023,2023-08-18,2023,08:06:11,8,Special Service,Special Service,Assist other agencies,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,NW6,0,20201512,E09000005,BRENT,Brent,E05013507,QUEENS PARK,QUEENS PARK,,,523950,183250,,,London,North Kensington,247.0,North Kensington,,,1.0,1.0,1,60,388,1.0
146818-22092023,2023-09-22,2023,00:53:03,0,False Alarm,AFA,,Non Residential,Multi-Storey car park,Correct incident location,RM1 1JH,RM1,100023516459,21300947,E09000016,HAVERING,Havering,E05013983,ST. EDWARD'S,ST. EDWARD'S,551039.0,188851.0,551050,188850,51.5782967119,0.178389855,London,Romford,337.0,Romford,,,1.0,1.0,1,60,388,1.0
193663-09122023,2023-12-09,2023,21:04:36,21,Special Service,Special Service,Medical Incident,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,N13,0,20704279,E09000010,ENFIELD,Enfield,E05013696,WINCHMORE HILL,WINCHMORE HILL,,,531550,193450,,,London,Southgate,417.0,Edmonton,,,1.0,1.0,1,63,407,2.0
160577-15102023,2023-10-15,2023,01:53:39,1,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,SW1V,0,8400671,E09000033,WESTMINSTER,Westminster,E05013802,PIMLICO NORTH,PIMLICO NORTH,,,529450,178550,,,London,Lambeth,289.0,Lambeth,,,1.0,1.0,1,60,388,1.0
153417-03102023,2023-10-03,2023,12:16:31,12,False Alarm,AFA,,Dwelling,House - single occupancy ,Within same building,,TW1,0,22403776,E09000027,RICHMOND UPON THAMES,Richmond Upon thames,E05013789,TWICKENHAM RIVERSIDE,TWICKENHAM RIVERSIDE,,,517250,174450,,,London,Twickenham,438.0,Twickenham,831.0,Richmond,2.0,2.0,2,60,388,1.0
